image_set_name,external_url_large,external_url_small,locale,abstract_sku,concrete_sku,product_image_set_key
default,/assets/images/22115z Stehpult lichtgrau,/assets/images/22115z Stehpult lichtgrau?$normal$,de_DE,C2235,,
default,/assets/images/22115z Stehpult lichtgrau,/assets/images/22115z Stehpult lichtgrau?$normal$,de_DE,,1001454,
default,/assets/images/22115z Stehpult lichtgrau,/assets/images/22115z Stehpult lichtgrau?$normal$,en_US,C2235,,
default,/assets/images/22115z Stehpult lichtgrau,/assets/images/22115z Stehpult lichtgrau?$normal$,en_US,,1001454,
default,/assets/images/00047883F-01,/assets/images/00047883F-01?$normal$,de_DE,M1000785,,
default,/assets/images/00047883F-01,/assets/images/00047883F-01?$normal$,de_DE,,212427,
default,/assets/images/00047883F-01,/assets/images/00047883F-01?$normal$,en_US,M1000785,,
default,/assets/images/00047883F-01,/assets/images/00047883F-01?$normal$,en_US,,212427,
default,/assets/images/AA00945514FF-01,/assets/images/AA00945514FF-01?$normal$,de_DE,M1000785,,
default,/assets/images/AA00945514FF-01,/assets/images/AA00945514FF-01?$normal$,de_DE,,212427,
default,/assets/images/AA00945514FF-01,/assets/images/AA00945514FF-01?$normal$,en_US,M1000785,,
default,/assets/images/AA00945514FF-01,/assets/images/AA00945514FF-01?$normal$,en_US,,212427,
default,/assets/images/AA00945512FF-01,/assets/images/AA00945512FF-01?$normal$,de_DE,M1000785,,
default,/assets/images/AA00945512FF-01,/assets/images/AA00945512FF-01?$normal$,de_DE,,212427,
default,/assets/images/AA00945512FF-01,/assets/images/AA00945512FF-01?$normal$,en_US,M1000785,,
default,/assets/images/AA00945512FF-01,/assets/images/AA00945512FF-01?$normal$,en_US,,212427,
default,/assets/images/AA00945513FF-01,/assets/images/AA00945513FF-01?$normal$,de_DE,M1000785,,
default,/assets/images/AA00945513FF-01,/assets/images/AA00945513FF-01?$normal$,de_DE,,212427,
default,/assets/images/AA00945513FF-01,/assets/images/AA00945513FF-01?$normal$,en_US,M1000785,,
default,/assets/images/AA00945513FF-01,/assets/images/AA00945513FF-01?$normal$,en_US,,212427,
default,/assets/images/AA00945515FF-01,/assets/images/AA00945515FF-01?$normal$,de_DE,M1000785,,
default,/assets/images/AA00945515FF-01,/assets/images/AA00945515FF-01?$normal$,de_DE,,212427,
default,/assets/images/AA00945515FF-01,/assets/images/AA00945515FF-01?$normal$,en_US,M1000785,,
default,/assets/images/AA00945515FF-01,/assets/images/AA00945515FF-01?$normal$,en_US,,212427,
default,/assets/images/AA00522202FF-01,/assets/images/AA00522202FF-01?$normal$,de_DE,M1000786,,
default,/assets/images/AA00522202FF-01,/assets/images/AA00522202FF-01?$normal$,de_DE,,212440,
default,/assets/images/AA00522202FF-01,/assets/images/AA00522202FF-01?$normal$,en_US,M1000786,,
default,/assets/images/AA00522202FF-01,/assets/images/AA00522202FF-01?$normal$,en_US,,212440,
default,/assets/images/00052619-01,/assets/images/00052619-01?$normal$,de_DE,M1000786,,
default,/assets/images/00052619-01,/assets/images/00052619-01?$normal$,de_DE,,212440,
default,/assets/images/00052619-01,/assets/images/00052619-01?$normal$,en_US,M1000786,,
default,/assets/images/00052619-01,/assets/images/00052619-01?$normal$,en_US,,212440,
default,/assets/images/00048295-01,/assets/images/00048295-01?$normal$,de_DE,M1000838,,
default,/assets/images/00048295-01,/assets/images/00048295-01?$normal$,de_DE,,212442,
default,/assets/images/00048295-01,/assets/images/00048295-01?$normal$,en_US,M1000838,,
default,/assets/images/00048295-01,/assets/images/00048295-01?$normal$,en_US,,212442,
default,/assets/images/AA00522206FF-01,/assets/images/AA00522206FF-01?$normal$,de_DE,M1000838,,
default,/assets/images/AA00522206FF-01,/assets/images/AA00522206FF-01?$normal$,de_DE,,212442,
default,/assets/images/AA00522206FF-01,/assets/images/AA00522206FF-01?$normal$,en_US,M1000838,,
default,/assets/images/AA00522206FF-01,/assets/images/AA00522206FF-01?$normal$,en_US,,212442,
default,/assets/images/00031340-01,/assets/images/00031340-01?$normal$,de_DE,M1000838,,
default,/assets/images/00031340-01,/assets/images/00031340-01?$normal$,de_DE,,212442,
default,/assets/images/00031340-01,/assets/images/00031340-01?$normal$,en_US,M1000838,,
default,/assets/images/00031340-01,/assets/images/00031340-01?$normal$,en_US,,212442,
default,/assets/images/00048296-01,/assets/images/00048296-01?$normal$,de_DE,M1000839,,
default,/assets/images/00048296-01,/assets/images/00048296-01?$normal$,de_DE,,212444,
