image_set_name,external_url_large,external_url_small,locale,abstract_sku,concrete_sku,sort_order,product_image_key,product_image_set_key
default,https://d2s0ynfc62ej12.cloudfront.net/image/22115z Stehpult lichtgrau,https://d2s0ynfc62ej12.cloudfront.net/image/22115z Stehpult lichtgrau?$normal$,de_DE,C2235,,0,product_image_1,
default,https://d2s0ynfc62ej12.cloudfront.net/image/22115z Stehpult lichtgrau,https://d2s0ynfc62ej12.cloudfront.net/image/22115z Stehpult lichtgrau?$normal$,en_US,C2235,,1,product_image_2,
default,https://d2s0ynfc62ej12.cloudfront.net/image/00047883F-01,https://d2s0ynfc62ej12.cloudfront.net/image/00047883F-01?$normal$,de_DE,M1000785,,0,product_image_3,
default,https://d2s0ynfc62ej12.cloudfront.net/image/00047883F-01,https://d2s0ynfc62ej12.cloudfront.net/image/00047883F-01?$normal$,en_US,M1000785,,1,product_image_4,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945514FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945514FF-01?$normal$,de_DE,M1000785,,2,product_image_5,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945514FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945514FF-01?$normal$,en_US,M1000785,,3,product_image_6,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945512FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945512FF-01?$normal$,de_DE,M1000785,,4,product_image_7,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945512FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945512FF-01?$normal$,en_US,M1000785,,5,product_image_8,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945513FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945513FF-01?$normal$,de_DE,M1000785,,6,product_image_9,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945513FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945513FF-01?$normal$,en_US,M1000785,,7,product_image_10,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945515FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945515FF-01?$normal$,de_DE,M1000785,,8,product_image_11,
default,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945515FF-01,https://d2s0ynfc62ej12.cloudfront.net/image/AA00945515FF-01?$normal$,en_US,M1000785,,9,product_image_12,
