product_abstract_sku,store_name
M21206,DE
M21646,DE
M21648,DE
M21650,DE
M21744,DE
M21759,DE
M21766,DE
M21771,DE
M21774,DE
M21903,DE
M22397,DE
M22613,DE
M22797,DE
M23067,DE
M23432,DE
M23436,DE
M23438,DE
M23440,DE
M23441,DE
M23450,DE
M23451,DE
M23454,DE
M23455,DE
M23456,DE
M23457,DE
M23459,DE
M23460,DE
M22398,DE
M22663,DE
M22664,DE
M23340,DE
M23343,DE
M23444,DE
M23461,DE
M23462,DE
M23463,DE
M23467,DE
M23468,DE
M23469,DE
M23470,DE
M23471,DE
M23472,DE
M23473,DE
M23478,DE
M23479,DE
M23482,DE
M23484,DE
M23486,DE
M23487,DE
M23488,DE
M21740,DE
M21741,DE
M21742,DE
M21743,DE
M21745,DE
M21772,DE
M21773,DE
M22484,DE
M22796,DE
M23325,DE
M23330,DE
M23345,DE
M23510,DE
M23512,DE
M23513,DE
M21632,DE
M21633,DE
M21634,DE
M21635,DE
M21636,DE
M21637,DE
M21638,DE
M21684,DE
M21692,DE
M21693,DE
M21694,DE
M21704,DE
M21708,DE
M21711,DE
M21713,DE
M21714,DE
M21715,DE
M21716,DE
M21717,DE
M22293,DE
M21679,DE
M21680,DE
M21681,DE
M21703,DE
M21705,DE
M22410,DE
M22411,DE
M22412,DE
M22432,DE
M24143,DE
M21062,DE
M21066,DE
M21067,DE
M21073,DE
M21189,DE
M21190,DE
M21191,DE
M21193,DE
M21194,DE
M21195,DE
M21196,DE
M21197,DE
M21200,DE
M21201,DE
M21202,DE
M21203,DE
M21205,DE
M53331,DE
M10871,DE
M10872,DE
M2365,DE
M2366,DE
M2393,DE
M64933,DE
M64934,DE
M86938,DE
M86939,DE
M1000785,DE
M1006811,DE
M1014866,DE
M1014871,DE
M1014870,DE
M1014874,DE
M1030133,DE
M1028049,DE
M1028061,DE
M1028062,DE
M1080190,DE
M87,DE
M53235,DE
M11542,DE
M10569,DE
M10577,DE
M11473,DE
M11306,DE
M75071,DE
M11480,DE
M526,DE
M528,DE
M45050,DE
M49207,DE
M49220,DE
M49344,DE
M58100,DE
M58102,DE
M61124,DE
M61125,DE
M66923,DE
M64947,DE
M69408,DE
M58095,DE
M72878,DE
M74907,DE
M53238,DE
M74815,DE
M1028038,DE
M111,DE
C1318,DE
C1363,DE
C1376,DE
C1378,DE
C1415,DE
M719,DE
M717,DE
M714,DE
M715,DE
M716,DE
M718,DE
M766,DE
M767,DE
M768,DE
M769,DE
M770,DE
M771,DE
M787,DE
M788,DE
M789,DE
M53288,DE
M53287,DE
M2495,DE
M61240,DE
M79890,DE
M79892,DE
M79932,DE
M72933,DE
M72935,DE
M72937,DE
M72938,DE
M72939,DE
M72940,DE
M72942,DE
M72943,DE
M72944,DE
M72945,DE
M1017902,DE
M1017905,DE
M1022632,DE
M1028375,DE
M1028376,DE
M39658,DE
M15226,DE
M1013287,DE
M1013541,DE
M1016129,DE
M1079243,DE
C2235,DE
C2237,DE
C2239,DE
C2242,DE
M80392,DE
M40490,DE
M40491,DE
M213,DE
M226,DE
M229,DE
M14054,DE
M15127,DE
M87464,DE
M87416,DE
M731,DE
M12655,DE
M58035,DE
M58036,DE
M58037,DE
M58038,DE
M62584,DE
M634,DE
M635,DE
M636,DE
M74966,DE
M90806,DE
M72843,DE
M72844,DE
M1006871,DE
M90737,DE
M90802,DE
M90799,DE
M90800,DE
M90804,DE
M90805,DE
M90810,DE
M432,DE
M87599,DE
M1014496,DE
M1014502,DE
M1002203,DE
M1017945,DE
M1018212,DE
M1018211,DE
M1022640,DE
M1022643,DE
M1024684,DE
M1024689,DE
M1028483,DE
M1896,DE
M62305,DE
M857,DE
M856,DE
M858,DE
M859,DE
M54107,DE
M54110,DE
M54111,DE
M54113,DE
M55895,DE
M55936,DE
M55937,DE
M58227,DE
M58228,DE
M58230,DE
M58312,DE
M58313,DE
M58315,DE
M58314,DE
M58335,DE
M58336,DE
M68854,DE
M62301,DE
M62306,DE
M68726,DE
M68727,DE
M852,DE
M75685,DE
M75686,DE
M75727,DE
M75700,DE
M75730,DE
M43347,DE
M74972,DE
M74974,DE
M1000786,DE
M1000838,DE
M1000839,DE
M1000840,DE
M302,DE
M75601,DE
M1006484,DE
M78380,DE
M49320,DE
M90850,DE
M90851,DE
M1028095,DE
M24563,DE
M24632,DE
M24637,DE
M26496,DE
M1079219,DE
M1079221,DE
M1079222,DE
M26831,DE
M29455,DE
M29456,DE
M29468,DE
M29929,DE
M29930,DE
M29931,DE
M29499,DE
M29501,DE
M29502,DE
M29503,DE
M29504,DE
M29507,DE
M29523,DE
M29524,DE
M29525,DE
M29529,DE
M29530,DE
M11222,DE
M39654,DE
M1014948,DE
M1031236,DE
M1031238,DE
M21777,DE
M21778,DE
M21779,DE
M22682,DE
M24416,DE
M24417,DE
M24418,DE
M1013168,DE
M23764,DE
M23766,DE
M23770,DE
M23771,DE
M23777,DE
M24605,DE
M24606,DE
M24607,DE
M24608,DE
M24609,DE
M24610,DE
M24612,DE
M24613,DE
M25598,DE
M25599,DE
M25600,DE
M21090,DE
M21091,DE
M21092,DE
M21093,DE
M21094,DE
M21097,DE
