merchant_relation_key,abstract_sku,concrete_sku,price_type,store,currency,price_net,price_gross
mr-004,M61240,,DEFAULT,DE,EUR,18592,22124
mr-004,M61240,,DEFAULT,DE,CHF,21194,25222
mr-004,M61240,,ORIGINAL,DE,EUR,20657,24582
mr-004,M61240,,ORIGINAL,DE,CHF,23549,28024
mr-004,,100107,DEFAULT,DE,EUR,18592,22124
mr-004,,100107,DEFAULT,DE,CHF,21194,25222
mr-004,,100107,ORIGINAL,DE,EUR,20657,24582
mr-004,,100107,ORIGINAL,DE,CHF,23549,28024
mr-004,C2235,,DEFAULT,DE,EUR,9566,11384
mr-004,C2235,,DEFAULT,DE,CHF,10906,12978
mr-004,C2235,,ORIGINAL,DE,EUR,10628,12649
mr-004,C2235,,ORIGINAL,DE,CHF,12116,14419
mr-004,,1001454,DEFAULT,DE,EUR,9566,11384
mr-004,,1001454,DEFAULT,DE,CHF,10906,12978
mr-004,,1001454,ORIGINAL,DE,EUR,10628,12649
mr-004,,1001454,ORIGINAL,DE,CHF,12116,14419
mr-004,,100223,DEFAULT,DE,EUR,21289,25334
mr-004,,100223,DEFAULT,DE,CHF,24269,28880
mr-004,,100223,ORIGINAL,DE,EUR,23654,28148
mr-004,,100223,ORIGINAL,DE,CHF,26965,32089
mr-004,M770,,DEFAULT,DE,EUR,31474,37454
mr-004,M770,,DEFAULT,DE,CHF,35879,42697
mr-004,M770,,ORIGINAL,DE,EUR,34970,41616
mr-004,M770,,ORIGINAL,DE,CHF,39865,47441
mr-004,,100266,DEFAULT,DE,EUR,31474,37454
mr-004,,100266,DEFAULT,DE,CHF,35879,42697
mr-004,,100266,ORIGINAL,DE,EUR,34970,41616
mr-004,,100266,ORIGINAL,DE,CHF,39865,47441
mr-004,M634,,DEFAULT,DE,EUR,160031,190436
mr-004,M634,,DEFAULT,DE,CHF,182435,217097
mr-004,M634,,ORIGINAL,DE,EUR,177811,211596
mr-004,M634,,ORIGINAL,DE,CHF,202705,241218
mr-004,,100288,DEFAULT,DE,EUR,160031,190436
mr-004,,100288,DEFAULT,DE,CHF,182435,217097
mr-004,,100288,ORIGINAL,DE,EUR,177811,211596
mr-004,,100288,ORIGINAL,DE,CHF,202705,241218
mr-004,M10569,,DEFAULT,DE,EUR,33794,40216
mr-004,M10569,,DEFAULT,DE,CHF,38525,45845
mr-004,M10569,,ORIGINAL,DE,EUR,37549,44683
mr-004,M10569,,ORIGINAL,DE,CHF,42805,50938
mr-004,,100414,DEFAULT,DE,EUR,33794,40216
mr-004,,100414,DEFAULT,DE,CHF,38525,45845
mr-004,,100414,ORIGINAL,DE,EUR,37549,44683
mr-004,,100414,ORIGINAL,DE,CHF,42805,50938
mr-004,M39654,,DEFAULT,DE,EUR,8434,10037
mr-004,M39654,,DEFAULT,DE,CHF,9613,11441
mr-004,M39654,,ORIGINAL,DE,EUR,9370,11152
mr-004,M39654,,ORIGINAL,DE,CHF,10681,12712
mr-004,,100429,DEFAULT,DE,EUR,8434,10037
mr-004,,100429,DEFAULT,DE,CHF,9613,11441
mr-004,,100429,ORIGINAL,DE,EUR,9370,11152
mr-004,,100429,ORIGINAL,DE,CHF,10681,12712
mr-004,M11222,,DEFAULT,DE,EUR,13796,16418
mr-004,M11222,,DEFAULT,DE,CHF,15727,18716
mr-004,M11222,,ORIGINAL,DE,EUR,15329,18242
mr-004,M11222,,ORIGINAL,DE,CHF,17474,20796
mr-004,,100430,DEFAULT,DE,EUR,13796,16418
mr-004,,100430,DEFAULT,DE,CHF,15727,18716
mr-004,,100430,ORIGINAL,DE,EUR,15329,18242
mr-004,,100430,ORIGINAL,DE,CHF,17474,20796
mr-004,M2393,,DEFAULT,DE,EUR,12374,14726
mr-004,M2393,,DEFAULT,DE,CHF,14106,16788
mr-004,M2393,,ORIGINAL,DE,EUR,13748,16362
mr-004,M2393,,ORIGINAL,DE,CHF,15673,18653
mr-004,,100588,DEFAULT,DE,EUR,12374,14726
mr-004,,100588,DEFAULT,DE,CHF,14106,16788
mr-004,,100588,ORIGINAL,DE,EUR,13748,16362
mr-004,,100588,ORIGINAL,DE,CHF,15673,18653
mr-004,M45050,,DEFAULT,DE,EUR,29094,34622
mr-004,M45050,,DEFAULT,DE,CHF,33167,39469
mr-004,M45050,,ORIGINAL,DE,EUR,32326,38468
mr-004,M45050,,ORIGINAL,DE,CHF,36852,43854
mr-004,,100666,DEFAULT,DE,EUR,29094,34622
mr-004,,100666,DEFAULT,DE,CHF,33167,39469
mr-004,,100666,ORIGINAL,DE,EUR,32326,38468
mr-004,,100666,ORIGINAL,DE,CHF,36852,43854
mr-004,M302,,DEFAULT,DE,EUR,12535,14917
mr-004,M302,,DEFAULT,DE,CHF,14290,17005
mr-004,M302,,ORIGINAL,DE,EUR,13927,16574
mr-004,M302,,ORIGINAL,DE,CHF,15877,18894
mr-004,,100682,DEFAULT,DE,EUR,12535,14917
mr-004,,100682,DEFAULT,DE,CHF,14290,17005
mr-004,,100682,ORIGINAL,DE,EUR,13927,16574
mr-004,,100682,ORIGINAL,DE,CHF,15877,18894
mr-004,M75601,,DEFAULT,DE,EUR,15574,18533
mr-004,M75601,,DEFAULT,DE,CHF,17753,21127
mr-004,M75601,,ORIGINAL,DE,EUR,17304,20592
mr-004,M75601,,ORIGINAL,DE,CHF,19724,23474
mr-004,,100683,DEFAULT,DE,EUR,15574,18533
mr-004,,100683,DEFAULT,DE,CHF,17753,21127
mr-004,,100683,ORIGINAL,DE,EUR,17304,20592
mr-004,,100683,ORIGINAL,DE,CHF,19724,23474
mr-004,M53238,,DEFAULT,DE,EUR,22940,27300
mr-004,M53238,,DEFAULT,DE,CHF,26152,31121
mr-004,M53238,,ORIGINAL,DE,EUR,25489,30332
mr-004,M53238,,ORIGINAL,DE,CHF,29057,34578
mr-004,,100907,DEFAULT,DE,EUR,22940,27300
mr-004,,100907,DEFAULT,DE,CHF,26152,31121
mr-004,,100907,ORIGINAL,DE,EUR,25489,30332
mr-004,,100907,ORIGINAL,DE,CHF,29057,34578
